,title,date,company,location,salary,description
544,Senior Data Engineer,20d ago,Talent – SEEK Recruitment Agency of the Year | 7 Time Winner,Sydney,Salary: Market Rate,"•	Senior Data Engineer 
•	Government Client 
•	12 months contract with strong possibility for extension"
545,Data & Operations Category Leader  - Telecommunications,12d ago,Roy Morgan Research,Melbourne,,This is a unique opportunity for a Senior Data Analyst with management experience to join our team and head up our telecommunications department.
546,Data Engineer - Private Health Insurance,24d ago,GMHBA,South West Coast VIC,Salary: Competitive,"Are you passionate about data and applied analytics, meticulous about data quality and looking for a new challenge and a meaningful role? Join GMHBA!"
547,Digital Manager – Data Engineering,14d ago,Sigma Healthcare,Melbourne,,"Design and deliver data-oriented solutions utilising machine learning, data warehousing, operational insight, data management or BI tools."
548,Consultant Data Engineers Melbourne,26d ago,CircuIT Recruitment Group,Melbourne,,Consultant Data Engineers needed for ASAP start.
549,Senior Data Engineer - Leading Global Technologies Company,19d ago,Technology Recruiting Solutions,Melbourne,Salary: $1000 - $1100 per day,Contract Data Engineer - Leading Global Technologies Company - Long Term Program (2-3 years) - Remote Work Available - Sydney or Melbourne
550,"Product Owner - Big Data, AWS",20d ago,Robert Walters,Sydney,Salary: super,"Lead and develop, strategic road maps and product visions. Drive the firm's large-scale transformation projects in the data and analytics space."
551,Senior Data Engineer,7d ago,Finite IT Recruitment Solutions,Sydney,Salary: Day Rate: $900 + Super | Hybrid Role with WFH,NSW Health | Large BI Program migrating from On-Prem to Azure | Initial 6-Months | MSBI Stack inc SSIS | Azure | Working closely with team Architect
552,Data Scientist,,Robert Walters,Adelaide,Salary: Attractive Package,Develop data engineering pipelines to facilitate the successful implementation of pointData solutions both internally and in the marketplace.
553,Data Engineer,26d ago,Edison Talent,Brisbane,,Permanent role for a skilled Data Engineer to work in a established and progressive Australian owned and operated business
554,Data Operations Lead,12d ago,Peoplebank Australia NSW,Sydney,,"URGENT NEED to hire an experienced Data Operations lead to manage our clients data, reporting and analytics platforms. Excellent $$$, Hiring NOW"
555,Data Analyst,10d ago,Peoplebank Australia WA,Perth,,Seeking experienced Data Analyst with PowerBI & R statistical analysis for initial 3 month contract located close to CBD. Apply now!!
556,Data Engineer,27d ago,Intrepid Travel,Melbourne,"Salary: Remote, flexible work arrangements",Step up into a development environment with Intrepid that produces amazing technology solutions for the wider business!
557,PowerPass Data & Analytics Engagement Manager,7d ago,Bunnings Limited,Melbourne,,Great new opportunity
558,Quantitative Data Analyst,24d ago,Hydro Tasmania,Hobart,,Support innovative projects in renewable energy by solving complex mathematical problems.
559,Data Engineer,25d ago,Racing Victoria Ltd,Melbourne,,Racing Victoria are looking for a suitably qualified Data Engineer to join the team.
560,Assistant Director – Data Access and Assets,10d ago,"Department of Education, Skills and Employment",Adelaide,"Salary: $110,517 - $122,145","Assist a data driven organisation to mature our data analytics platform, governance, management, sharing and use activities."
561,Data Engineer,24d ago,Infinity Pro,Sydney,Salary: $800 to $935 p/d - 12 Months + Renewal,Data Engineer / Python ETL Developer / Data Developer
562,Senior Analyst Programmer,13d ago,Billigence,Sydney,"Salary: $100,000 - $120,000 per annum base",Join our team & work on complex big data projects.
563,Big Data Engineer,17d ago,Novon,Sydney,,"Would you like to use tech like this: Scala, Impala, AWS EMR & Athena? 
We need several Big Data Engineers and have several projects you'd love!"
564,Data Engineer,27d ago,Attribute Group,Sydney,,"An Australian leading online business are expanding their data team, working with next generation technologies"
565,P&C Analytics Manager APAC,18d ago,Swiss Re,Sydney,,We are seeking an ambitious and client centric individual in Sydney with a real passion for analytics and technology to join our highly skilled team.
566,IP Analyst - Biotechnology,10d ago,FB Rice,Melbourne,,"Our team of IP Analysts is seeking an experienced and proactive patent searcher to join the team in Melbourne, Sydney, Brisbane or Perth."
567,Biostatistician,6d ago,The University of Sydney,Sydney,"Salary: Base Salary $97,975 -$106,738 + 17% superannuation","Exciting opportunity for a Biostatistician to contribute to the statistical analysis of data from clinical trials, providing scientific insights"
568,Assistant Director – Data Access and Assets,10d ago,"Department of Education, Skills and Employment",Brisbane,"Salary: $110,517 - $122,145","Assist a data driven organisation to mature our data analytics platform, governance, management, sharing and use activities."
569,Data Analytics Engineer,24d ago,Network 10,Sydney,,"Permanent Role, WFH/Remote Flexibility Available, $130,000 + super + salary sacrifice options."
570,"Data, Analytics & Ai Manager",15d ago,Coles,Melbourne,,"Join Coles as an experienced Data, Analytics & AI Manager building key relationships and providing vital insights on key initiatives"
571,EL1 Senior Quantitative Data Analyst - ACT,13d ago,Ignite,ACT,Salary: $70 - $95 per hour,6 month contract with a possible 6-month extension!
572,Instructional Designer,,Hays Technology,Melbourne,,Incredible opportunity to work within the Victorian State Government.
573,Instructional Designer,,Hays Technology,Melbourne,,Incredible opportunity to work within the Victorian State Government.
574,Data Analyst,5h ago,AIA Australia Limited,Melbourne,,An exciting opportunity to work alongside the financial advice management teams and help drive the implementation of reporting and data initiativ...
575,Data Analyst,6h ago,Reserve Bank of Australia,Sydney,Salary: Access to a wide-range of staff benefits,Work on a highly visible program delivering a new analytics platform that will be at the core of RBA's economic insights and reporting.
576,Data Analyst,6h ago,Reserve Bank of Australia,Sydney,Salary: Access to a wide-range of staff benefits,Work on a highly visible program delivering a new analytics platform that will be at the core of RBA's economic insights and reporting.
577,Data Analyst,3d ago,CoAct,Brisbane,,"The Data Analyst position will play a key role in providing high-quality data, database analytics and monitoring services for CoAct."
578,Data Analyst,3d ago,Elula,Sydney,,Join a fast paced artificial intelligence and machine learning start up. Contribute using the latest technologies and develop on a personal level.
579,Junior Reporting Analyst,3d ago,Toll,Sydney,,Exciting new opportunity for a Junior Reporting Analyst to join our specialised recruitment sector.
580,Data Analyst,4d ago,Assetlink,Sydney,,"Validate, manage and analyse our database – contribute to critical business decisions and success. 12 month contract; Flexible working possible."
581,Expression of interest - multiple Data Analyst roles,3d ago,Randstad - Commercial,ACT,Salary: $45 - $100 p.h.,Randstad is working with a client who has an upcoming need for multiple data analysts. 12 month contracts and attractive hourly rates available.
582,Data Analyst,4d ago,Launch Recruitment Pty Ltd,Sydney,"Salary: $100,000 - $120,000 Plus Super",My client requires a Ecommerce Data Analyst for a full time permanent position
583,Digital Data Analyst,2h ago,Talent – SEEK Recruitment Agency of the Year | 7 Time Winner,Melbourne,,Drive consistency & lead channel reporting and analytics across both web and mobile app channels for this dynamic technology driven business
584,Data Analyst,3d ago,Genus Services,Sydney,Salary: Annual Salary Package,Join a large and experienced telecommunications team. Flexible working arrangements available.
585,Data Analyst,4d ago,Aurec,Melbourne,Salary: Daily Rate Available,Leading financial services organisation
586,Junior Business Analyst,3d ago,CodeSafe Solutions Services Pty Ltd,Melbourne,,Junior Business Analyst: responsible for collaborating with a variety of stakeholders to ensure the very best solution is delivered to clients
587,APS5 Data Analyst,3d ago,DFP Recruitment,South West Coast VIC,Salary: $53.63 per hour,Data analysis - Reporting - Federal Government - Media and Marketing Insights
588,Data Analyst,3d ago,Talent Street,Melbourne,,Data Analyst - Short term contract - VIC government agency in Melbourne
589,Data Analyst,7m ago,Kinexus,Sydney,,"Kinexus is seeking permanent junior and senior data analysts in Sydney, Melbourne and Perth for our client who is a front runner in IT solutions."
590,Data Analyst,4d ago,Bloom,Brisbane,,Newly created role for one of Brisbane's leading Non-profit organisations!
591,Data Analyst,4d ago,GFG Alliance,"Newcastle, Maitland & Hunter",Salary: Competitive salary plus 14% superannuation,"Providing clean, reliable and actionable data to improve productivity and profitability of the organisation."
592,Data Analyst | Tableau & SQL | 6 month contract | Outside IR35,6d ago,Opus Recruitment Solutions,London,Salary: Â£300 - Â£400 per day,Data Analyst | Tableau & SQL | 6 month contract | Outside IR35   This role is  remote and outside IR35 !  Required experience:
593,HRIS Data Analyst,2h ago,"Catholic Education Office, Diocese of Parramatta",Sydney,Salary: Competitive Salary + Super + Salary Packaging,Make an impact using your Analytics and Data expertise and play a pivotal role in our exciting transformation within our People and Culture team!
594,Junior BI Developer,,RIVET PTY Limited,Perth,,Newly created position for a junior BI Developer with a leading Australian owned and operated mining contractor
595,Data Warehouse Solution Designer,,SEEK Limited,Melbourne,,"The Data Warehouse Solution Designer is a vital part of the Online Data Products team, who provide trustworthy and safe to use data assets for SEEK."
596,APS5 Data Analyst,3d ago,DFP Recruitment,Melbourne,Salary: $53.63 per hour,Data analysis - Reporting - Federal Government - Media and Marketing Insights
597,Casual Data Insights Analyst,3d ago,CANSTAR,Brisbane,,"Do you have a love for numbers, ability to read between the lines and enjoy transforming and communicating data into practical insights? Join the team"
598,Junior Business Analyst,2d ago,The Onset,Sydney,"Salary: $90,000 - 115,000",This is an excellent opportunity to work on Cyber Security related projects in world class leading environment.
599,Data Analyst,3d ago,Green Light PS Pty Ltd,Perth,Salary: Competitive,Permanent opportunity    Perth based     NV1/ Baseline / Australian Citizen        About the company:   Green Light is one of Australia's most
600,Marketing Data Analyst,6h ago,Suncorp,Melbourne,Salary: Attractive salary package + bonus + benefits,"Fantastic opportunity with us for someone with 1-2 years experience in a Data role, looking to progress your career in Marketing Data Science."
601,Data Analyst,4d ago,Halcyon Knights Pty Ltd,Sydney,Salary: super,"You will be using your knowledge on data and analytics to problem-solve, extract information and provide solutions on exciting client projects."
602,Marketing Data Analyst,6h ago,Suncorp,Brisbane,Salary: Attractive salary package + bonus + benefits,"Fantastic opportunity with us for someone with 1-2 years experience in a Data role, looking to progress your career in Marketing Data Science."
603,Data Analyst,3d ago,Relationships Australia South Australia,Adelaide,,The primary objective of the Data Analyst is to participate as a key member in the IDM team and lead the way in data visualisation.
604,Data Analyst,4d ago,GFG Alliance,Brisbane,,"Providing clean, reliable and actionable data to improve productivity and profitability of the organisation."
605,Marketing Data Analyst,6h ago,Suncorp,Sydney,Salary: Attractive salary package + bonus + benefits,"Fantastic opportunity with us for someone with 1-2 years experience in a Data role, looking to progress your career in Marketing Data Science."
606,Strategy Analyst,3h ago,Medibank,Melbourne,,Uncover and communicate insights by utilising multiple internal and external data sources to build a layered and rich analysis
607,Data Analyst,4h ago,Ignite,ACT,Salary: Competitive,Reference Number: 364114 Location: Canberra Requirement: Australian Citizen - Baseline Clearance     Seeking experienced Data Analyst
608,Data Analyst,6d ago,Wide Open Agriculture,Perth,,"Join a rapidly growing, environmentally conscious company who are building an all-star team and a fantastic workplace!"
609,Data Analyst - Valuations,3d ago,Cox Automotive Australia,Sydney,Salary: Competitive Salary & Flexible Working Arrangements,Support the Kelley Blue Book Vehicle Catalogue that Cox Automotive Australia use to provide valuations to products across the ecosystem
610,Data Analyst - Valuations,3d ago,Cox Automotive Australia,Melbourne,Salary: Competitive Salary & Flexible Working Arrangements,Support the Kelley Blue Book Vehicle Catalogue that Cox Automotive Australia use to provide valuations to products across the ecosystem
611,BI Analyst,4h ago,Capstone Recruitment Group Pty Ltd,Sydney,,MS Power BI Analyst to help build and mature the BI process and platform for an Australian construction giant.
612,Graduate Research Associate,,CaPPRe,Sydney,,"Looking for a research associate (graduate position) to work our technical team to apply and monitor strategies to collect, clean and analyse data."
613,Graduate Research Associate,,CaPPRe,Sydney,,"Looking for a research associate (graduate position) to work our technical team to apply and monitor strategies to collect, clean and analyse data."
614,Entry Level Data Coder,2h ago,IRI,Sydney,,"We’re leading the charge as the specialist provider of data-driven, insight and consulting solutions for FMCG retailers and manufacturers."
615,Data Analyst,7d ago,RELX,Melbourne,,Bring your outstanding customer service and interpersonal skills and partner with our executive level stakeholders at LexisNexis.
616,Data Analyst,7d ago,RELX,Sydney,,Bring your outstanding customer service and interpersonal skills and partner with our executive level stakeholders at LexisNexis.
617,Data Analyst,7d ago,RELX,Brisbane,,Bring your outstanding customer service and interpersonal skills and partner with our executive level stakeholders at LexisNexis.
618,Customer Insights Analyst,6h ago,Asaleo Personal Care Pty Ltd,Melbourne,,"Provide meaningful, insightful, and timely data and analytics to help drive performance for sales across major brands in Aus & NZ"
619,Data analyst / engineer - zero emission vehicles,2d ago,MOV3MENT,Brisbane,,Join thought leaders influencing government policy and fleet decisions toward sustainable transport.
620,Data Analyst - 6 Months Contract - Remote Working,2d ago,Opus Recruitment Solutions,London,Salary: Competitive,I am currently looking for a data analyst for a large up-coming requirement with one of the largest advertsing & marketing organisations througout
621,"Business Insights Analyst, Business Insights",3d ago,Xero,Melbourne,Salary: Competitive salary + company shares,Come join our expanding Data team!
622,Data Analyst,6d ago,Clicks IT Recruitment (NSW),Sydney,,Join a rapidly growing start up that is taking the IT world by storm. Focusing on creating code through plain text for all coding languages.
623,ERP Application Integration Data Analyst,4d ago,Whitehorse City Council,Melbourne,,Do you just love seeing systems talk seamlessly and securely with other to drive customer experience and operational efficiency?
624,ERP Application Integration Data Analyst,4d ago,Whitehorse City Council,Melbourne,,Do you just love seeing systems talk seamlessly and securely with other to drive customer experience and operational efficiency?
625,Data Business Analyst - Data Steward,4h ago,:86 400,Sydney,,"You will work closely with technical stakeholders, delivery teams and SMEs from inside 86 400 and the broader NAB group to centralise SME knowledge, m"
626,Data Warehouse Analyst,4d ago,University of Tasmania,Devonport & North West,,"Support the team in sourcing, transforming, modelling, and exporting a wide range of data."
627,Data Warehouse Analyst,4d ago,University of Tasmania,Devonport & North West,,"Support the team in sourcing, transforming, modelling, and exporting a wide range of data."
628,Data Warehouse Analyst,4d ago,University of Tasmania,Launceston & North East,,"Support the team in sourcing, transforming, modelling, and exporting a wide range of data."
629,Data Warehouse Analyst,4d ago,University of Tasmania,Launceston & North East,,"Support the team in sourcing, transforming, modelling, and exporting a wide range of data."
630,Tech Analyst - Data,1d ago,Symbi Consulting Pty Ltd,Melbourne,,Tech Analyst with sound experience in Data Analysis
631,Data Scientist,2h ago,Suncorp,Sydney,Salary: Great salary and supportive culture,Utilise your Insurance Analytics experience and provide recommendations within this crucial role
632,Junior Data Scientist,,Avant Mutual Group,Sydney,,Great entry level role for a graduate with strong programming skills and willingness to learn-on-the job - apply now for immediate interview!
633,"Technical Business Analyst - MDM, SQL, ETL - 12 months - based in Darwin",,Harvey Nash,Brisbane,Salary: Excellent Rate,"Technical Business Analyst to elicit, analyse, document and communicate business requirements and business rules to enable system integration."
634,Digital Insights Analyst,2h ago,Medibank,Melbourne,,Seeking a Digital Insights Analyt to join ahm
635,"Analyst, Data & Reporting",7d ago,Aware Super,Sydney,,Analyse and deliver reporting related to the Fund's overall performance and support decisoin making capability for the Investments team
636,Data & Insights Analyst,4d ago,illion Australia & New Zealand,Melbourne,,"As a Data & Insights analyst, you will be responsible for developing and producing analysis and reports of  iillion's Marketing Analytics function."
637,REPORTING ANALYST,2d ago,Riddells Staffing Pty Ltd,Sydney,,Career Opportunity for talented Reporting Analyst to work with progressive Software Development Company
638,Data Analyst,7d ago,SustainAbility Consulting,Sydney,Salary: $110-130k + Super,We are currently working on an exciting data analyst role with a high growth startup who have recently gone through a large round of funding.
639,Business Analyst,3d ago,Transurban Ltd,Melbourne,,Transurban are looking for a recent graduate with some experience in SQL to join our Analytics and Revenue Realisation team as a Business Analyst.
640,Data Analyst |GCP experience | 6 month contract | Remote,4d ago,Opus Recruitment Solutions,London,Salary: Â£300 - Â£400 per day,Data Analyst |GCP experience | 6 month contract | Remote    I am currently looking for a Data Analyst with GCP experience to start a new role ASAP.
641,Data Assurance Analyst / BOS Administrator,1h ago,Western Health,Melbourne,,We are seeking a new BOS Administrator to join the Performance Unit
642,BI Analyst,6d ago,William Buck (NSW) Pty Limited,Sydney,,"William Buck are developing innovative new solutions producing insights from data, and have a fantastic opportunity for a BI Analyst to join our team."
643,"Data Analyst, Financial Crime Risk",3d ago,Bendigo and Adelaide Bank,Melbourne,Salary: Career pathways and great staff benefits package,Valued & recognised contribution with data intelligence for financial crime risk. Entry level role into the team in a 12 month fixed term contract.
644,Data Quality Analyst,3d ago,SEEK Limited,Melbourne,Salary: Base + Super + Bonus,Data Quality Analyst responsible for driving improvements in the quality of our data and helping to deliver better outcomes for our customers
645,Manager Reporting & Analytics,,THE JUNCTION WORKS LTD,Sydney,,Join an organisation with purpose - our mission is to create new possibilities in people's lives
646,Senior Data Analyst,3d ago,Australian Catholic University Limited,Sydney,,"Data analysis, interpretation and articulation with a strategic focus."
647,Senior Data Analyst,3d ago,Australian Catholic University Limited,Sydney,,"Data analysis, interpretation and articulation with a strategic focus."
648,Data Analyst / Engineer,4d ago,Bis Industries,Sydney,,Seeking an experienced Business Metrics Analyst. An opportunity to join a dynamic mining business and gain experience utilising our new ADF platform.
649,Data Analyst,6d ago,Effective People,ACT,,Exciting opportunity for skilled Data Analyst to work within a Government Department.
650,Insights Analyst,4d ago,sportsbet.com.au,Melbourne,,"Have a head for data and a heart for sharing that in a story? Join our fast-paced Product, Risk & Trading team."
651,Analyst,6d ago,Medibank,Melbourne,,Partner with Telehealth teams to deliver analytical insights and recommendations that enable timely and informed decision-making.
652,Senior Data Analyst - NSW Government,3d ago,TRS - Public Sector,Sydney,Salary: $700+ p/d plus Super,Looking for an experienced senior data analyst to join a government sector ASAP.
653,Data Warehouse Support Analyst,3d ago,Peoplebank Australia VIC,Melbourne,,"Our client has a presence within the retail/trade industry, they are currently seeking a Helpdesk Support Analyst to join on a 12-month contract"
654,Data Analyst - Contract - Daily Rate - $900/Day Inc Super,6d ago,iterate,Melbourne,Salary: Up to $900/Day Inc Super,"Data Analyst required for an immediate start, to join a pre-existing team of Analysts to assist with the integration of a recent acquisition."
655,Reporting Analyst,7d ago,Advanced Personnel Management,Perth,Salary: Hybrid working arrangements,Create and enhance our reporting and data analytics functions. Support our NDIS program and make a difference to those who need it. Perth or Brisbane.
656,Junior BI Developer,3d ago,RIVET PTY Limited,Perth,,Newly created position for a junior BI Developer with a leading Australian owned and operated mining contractor
657,Applications & Data Analyst,6d ago,CatholicCare,Sydney,Salary: $95-$105K + super + salary sacrifice,Work across application support and data visualisation.
658,SQL Database Administrator - ehealth,4h ago,Data Agility,Melbourne,,An opportunity for a Mid-level SQL DBA to join our fast paced and culture driven ehealth team in Melbourne.
659,Customer Strategy Analyst,5h ago,Just Digital People,Melbourne,"Salary: $90,000 - $105,000",Sydney or Melbourne based | Provide analytical expertise to drive customer revenue
660,Business Analyst (Data Privacy),3d ago,Capricorn,Perth,,Looking for a unique organisation that works for the customer and truly values you?
661,Data Analyst - DWH (Multiple),3d ago,"Department of Jobs, Precincts and Regions",Melbourne,"Salary: $88,955 - $100,930 (plus superannuation)",Exciting opportunity to lead centralised program design and systems integration for Department programs and initiatives.
662,Data Analyst - DWH (Multiple),3d ago,"Department of Jobs, Precincts and Regions",Melbourne,"Salary: $88,955 - $100,930 (plus superannuation)",Exciting opportunity to lead centralised program design and systems integration for Department programs and initiatives.
663,Diesel Fitter | Field Maintenance,,Mader Contracting,Perth,Salary: Super paid on all hours!,"Mobile Maintenance Specialists required for planned outages, HME shutdowns, component c/o across the widest range of machinery, customers and sites"
664,"Insights Analyst -Python, Tableau",1d ago,FourQuarters Recruitment,Melbourne,Salary: $900pd,Senior Insights Analyst required to provide analytical and reporting solutions around customer behaviour for a global financial services business.
665,Technical Business Analyst,4h ago,EY,Melbourne,,"We're looking for Technology Business Analysts, with experience working in Financial Services, to join our FSO Data and Analytics team"
666,Data Analyst,7d ago,Solve Recruitment,Perth,,"Great permanent opportunity available for a Data Analyst with BI application such as Tableau, PowerBI, Domo, or Microstrategy. Leading SaaS Org!"
667,Support Desk Analyst - Data Visualisation - Tableau / Alteryx | New Today!,7d ago,Ethos BeathChapman,Sydney,,Align with one of the most progressive companies in the market.  Grab this opportunity!!
668,Business Analyst,5h ago,Coles,Melbourne,,Full time fixed term role working on exciting strategic People & Culture projects to migrate businesses onto existing enterprise platforms.
669,Customer Insights Analyst,6d ago,RMIT Online,Melbourne,,"Analyse student experience data to generate insights we can action to improve our student experience. Use Tableau, Power BI & Salesforce!"
670,Customer Insights Analyst,6d ago,RMIT Online,Melbourne,,"Analyse student experience data to generate insights we can action to improve our student experience. Use Tableau, Power BI & Salesforce!"
671,Data Analysts x 2,6d ago,Preacta Recruitment,Sydney,,A major retailer is looking for 2x Data Analysts to join their team for initial 6-12 month contract.
672,Data Visualisation and Reporting Analyst,6d ago,SBS Technology,Sydney,,"Design reports and dashboards for our Audience, Data and Insights team"
673,Business Data Analyst (Open Banking),5d ago,Randstad Technologies,Sydney,Salary: $750 - $900 p.d. + remote work,Our client are currently going through a significant period of growth and investment in their data portfolio.
674,"Data and Reporting Analyst, Critical Communications",4d ago,BAI Communications Pty Limited,Sydney,Salary: +super+bonus+medical+insurance+,"This role is less about data, more about report development! Transition experience with SNOW, Tableau & PowerBI is a must. Join us and thrive!"
675,Data Analyst,11d ago,Heritage Bank,Toowoomba & Darling Downs,,Looking for a Data Analyst who can tap into Heritage’s wealth of business intelligence and play a key role in the business’ growth and transformation.
676,BI Developer,3d ago,Telstra Health,Melbourne,,Join Telstra Health as a critical team member of the NCSR project – whose mission is to be Australia’s trusted cancer prevention platform. Preferred l
677,Data Analyst,7d ago,Peoplebank Australia VIC,Melbourne,,Seeking Data Analyst to work on a Talend Decommission Project.
678,Business Intelligence Analyst,6d ago,Central Highlands Water,Ballarat & Central Highlands,,Is 2022 your year to take on a challenge and to make a difference? Take the next step and apply for our Business Intelligence Analyst opportunity.
679,Business Intelligence Analyst,6d ago,Central Highlands Water,Ballarat & Central Highlands,,Is 2022 your year to take on a challenge and to make a difference? Take the next step and apply for our Business Intelligence Analyst opportunity.
680,Data Assurance Specialist,5m ago,UnitingCare Qld,Brisbane,,UnitingCare is seeking a Data Assurance Specialist to support the Internal Audit team with reporting and data assurance for audit purposes.
681,Business Systems Analyst,4h ago,Ventia,Adelaide,,Seeking professional to focus on collecting analysing and reporting on data.
682,Data Analyst - Python / SQL focus,10d ago,Randstad Technologies,Melbourne,,This leading government department requires the services of an experienced Data Analyst to help provide key insights for senior stakeholders.
683,Data Analyst Consultant (Looker),6d ago,Halcyon Knights Pty Ltd,Melbourne,,On the hunt for a data analyst to provide BI solutions. Looker is preferable but strong Tableau/Power BI will be highly regarded.
684,Operations Analyst,,Butler HR,"Wollongong, Illawarra & South Coast",,"MitchCap is the fastest growing and leading Fintech in Distribution Finance. Join MitchCap, be part of their journey and share their success."
685,Senior Digital Insights Analyst,3h ago,Bupa,Melbourne,,A newly created role has become available for talented Senior Digital Insights Analysts to join our Health Insurance unit full time.
686,Data Analyst,7d ago,Royal Australian Mint,ACT,,Data Analyst	APS  Level 4	Non Ongoing - 12 Months - Full Time	$68707 - $72727
687,Data Analyst,7d ago,Paxus,Brisbane,,"Use your Data Governance experience to support the execution of data initiatives that enable the business to have access to trusted, governed data."
688,Junior IT Business Analyst - Agile,4d ago,FIRESOFT People,Sydney,Salary: $110000.00 - $120k p.a.,A successful FinTech company are currently seeking a Junior IT Business Analyst. Agile Development projects experience essential - $110K
689,Junior Data Analyst,12d ago,Employment Hero,Sydney,,Employment Hero is one of Australia's fastest-growing tech companies.
690,Business Analyst - Commercial Reporting,4d ago,Macmahon,Brisbane,,Macmahon has an opportunity for a Junior Business Analyst to join our expanding team based in the Brisbane head office.
691,Reporting Analyst,7d ago,Advanced Personnel Management,Brisbane,Salary: Hybrid working arrangements,Create and enhance our reporting and data analytics functions. Support our NDIS program and make a difference to those who need it. Perth or Brisbane.
692,Business Analyst,4h ago,VTAC,Melbourne,,"IT Business Analyst
Full-time or Part-time permanent position
Victorian Tertiary Admissions Centre (VTAC)"
693,Data & Reporting Specialist,3d ago,WorkPac - Executive & Professional,Brisbane,,Data and Reporting contract based out of Brisbane CBD in T1 Mining.
694,Data Developer,2h ago,NTT Ltd,Sydney,Salary: Base + Super + Benefits,"Design, manage, deliver and implement complex data and information management platforms | Microsoft Stack experience required"
695,Data Analyst,10d ago,SustainAbility Consulting,Sydney,Salary: $700 - $800 per day.,Join one of Australia's fastest-growing fintech companies and play an integral part in bringing data to life.
696,Data Analyst,10d ago,Australian Red Cross,Sydney,Salary: Salary packaging options are available,"Use your data analyst skills for good. Permanent, full time role based in Sydney. Flexible work arrangements and generous salary packaging options"
697,Pricing Analyst,6h ago,Shell Energy,Brisbane,,The Pricing Analyst is responsible for managing the flow of customer pricing requests across all Shell Energy Retail target markets.
698,Pricing Analyst,6h ago,Aesop,Melbourne,Salary: Competitive Package,We are seeking a thorough and results driven individual for the position of Pricing Analyst.
699,Business Analyst,18h ago,Pinpoint Talent,Brisbane,Salary: $738 + Super P/D,Manage Data responsibilities for a QLDG Environmental project. Lead data uplift requirements for mapping and modelling key initiatives.
700,Remediation Data Analyst,6d ago,Bluefin Resources Pty Limited,Sydney,Salary: $600.00 - $650.00 p.d. + plus super,"2 X Data Analysts looking after mortgages, unsecured loans, savings, deposits, credit cards across multiple brand portfolio across Consumer Banking."
701,Analyst,3h ago,Dexus,Sydney,,Great opportunity for a driven Analyst to join the Dexus Property Performance team over a 12month Fixed term contract!
702,Business Analyst,,JBS Australia Pty Limited,Brisbane,,A new opportunity has become available within our Group IT team as a Business Analyst. Well trained motivated employees are the key to our business.
703,Data Steward,1h ago,Little Company of Mary Health Care,Sydney,,Exciting opportunity for an experienced Data Steward to join our National Team on a permanent basia!
704,Contract Data Analysts,7d ago,CircuIT Recruitment Group,Melbourne,,Contract Analysts required for an integration role in Tier 1 Fintech.
705,Junior Business Analyst,12d ago,Chemist Warehouse,Melbourne,"Salary: $65,000 - $69,999",Opportunity available for a Junior Business Analyst to join the IT Department
706,BI Analyst,6d ago,People2people - Parramatta,Sydney,Salary: $55 - $60 per hour,Currently recruiting for an experienced Power BI analyst to join our client for a 2 month project based in Arndell Park!
707,Data Analyst,11d ago,Heritage Bank,Brisbane,,Looking for a Data Analyst who can tap into Heritage’s wealth of business intelligence and play a key role in the business’ growth and transformation.
708,Business Analyst - Data/Analytical Projects,3d ago,Randstad Technologies,Melbourne,Salary: plus super,Experience as a business analyst
709,Data Analyst,7d ago,Recruitment Hive,ACT,Salary: $105 - $115 per hour Inc Super,Build high quality reports and dashboards in Power BI by combining data from multiple data sources including SharePoint and SQL
710,Strategy Analyst - Health Data Classification,4d ago,eHealth,Sydney,"Salary: $116,403 - $132,700","Temporary Full Time role with NSW Health. Benefits incl. salary packaging, Flexible working arrangements, incl. WFH or various NSW Health hubs"
711,Strategy Analyst - Health Data Classification,4d ago,eHealth,Sydney,"Salary: $116,403 - $132,700","Temporary Full Time role with NSW Health. Benefits incl. salary packaging, Flexible working arrangements, incl. WFH or various NSW Health hubs"
712,Sales Reporting Analyst - Large Retail Group,4d ago,Bluefin Resources Pty Limited,Sydney,Salary: $85000.00 - $95000.00 p.a. + incl super,"Sales Reporting Analyst - Large Retail Group
Work on insight-led reporting, develop dashboards & support transition to a cloud-based data repository"
713,People Reporting Analyst,3d ago,AustralianSuper,Melbourne,,Ensures the integrity of people data and the continued delivery of the Fund's people analytics outputs in line with stakeholder requirements.
714,Research Analyst,4d ago,CBRE,Melbourne,"Salary: Competitive package, benefits, flex + progression","Collect, review, evaluate, & analyse data, ensuring insights are captured to prepare regular research reports, presentations, & market analysis"
715,BI Developer,3d ago,Mane Consulting,Sydney,Salary: 10% Bonus,Looking to do more than just a bit of reporting.  Show off your analysis and insights skills in this evolving role.  Full Data and Analytics awaits..
716,Junior Data Analyst,14d ago,CoreLogic,Sydney,,A great opportunity for an inspiring Data geek to join the Data & Analytics Leader in Real Estate industry!
717,Business Analyst | Data Project | 6 month contract | Remote,4d ago,Opus Recruitment Solutions,London,Salary: Â£300 - Â£400 per day,Business Analyst | Data Project | 6 month contract | Remote    I am currently looking for a Business Analyst with Data Project experience to
718,BI / Insights Analyst,4d ago,Talent Insights Group Pty Ltd,Sydney,,12 Month Contract - Senior Data Analyst / Insights Consultant! Global Company with Flexible and remote work!
719,Sales Analyst,3d ago,B&R Enclosures Pty Ltd,Brisbane,,"New role, full time, bring your analytical skills and provide data driven insights across our sales team"
